;id;url;created_at;author_id;conversation_id;in_reply_to_user_id;reply_count;like_count;retweet_count;quote_count;context_annotations;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
2062;1523852588332257280;https://twitter.com/twitter/statuses/1523852588332257280;2022-05-10 02:29:03+00:00;1260612697768353792;1523510929614270464;1.4390682750406533e+18;2;7;1;0;[];"@Stepnofficial i only have this, how can i earn GMT sir, i really like sports, hope my dream come true get dream shoes.
hey my friends @anie_123456 @redenstorm1 @AhmadaFastabiq @Cryptoxx6 come here if you want to pray for me to get dream shoes
#STEPN #GMT https://t.co/jKOwPGaJzm";i only have this how can i earn GMT sir i really like sports hope my dream come true get dream shoes. hey my friends _123456 come here if you want to pray for me to get dream shoes #STEPN #GMT https://t.co/jKOwPGaJzm;[{'label': 'Positive', 'score': 0.8472483158111572}];Positive;0.8472483158111572;2022-05-10
2047;1523848730318761985;https://twitter.com/twitter/statuses/1523848730318761985;2022-05-10 02:13:43+00:00;1380173302866399235;1523848558603952128;1.3801733028663992e+18;2;11;6;0;[];"@StepApp_ @Stepnofficial 1 winner /100RTs♻️
10 winner / 1000RTs♻️

Soner you RT You have more chances to win #Stepn

Use your mind how?";1 winner /100RTs♻️ 10 winner 1000RTs♻️ Soner you RT You have more chances to win #Stepn Use your mind how?;[{'label': 'Positive', 'score': 0.6864116191864014}];Positive;0.6864116191864014;2022-05-10
2150;1523860981092618241;https://twitter.com/twitter/statuses/1523860981092618241;2022-05-10 03:02:24+00:00;1511551482931597317;1523860981092618241;;0;4;0;0;[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1372588659346612225', 'name': 'Binance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}];"🤩New web3.0 style, answer to earn!
Using the character NFT to answer questions and win prizes. 
🚀Follow Millionaire Land @answer2earn 
👉Get rewards: https://t.co/F9W5jCkbHv

#NFT #Web3 #gamefi #answer2earn #BSC #stepn #MoveToEarn #answertoearn";🤩New web3.0 style answer to earn! Using the character NFT to answer questions and win prizes 🚀Follow Millionaire Land 👉Get rewards https://t.co/F9W5jCkbHv #NFT #Web3 #gamefi #answer2earn #BSC #stepn #MoveToEarn #answertoearn;[{'label': 'Positive', 'score': 0.8867381811141968}];Positive;0.8867381811141968;2022-05-10
2138;1523855169041334272;https://twitter.com/twitter/statuses/1523855169041334272;2022-05-10 02:39:18+00:00;1450351330917183489;1523855169041334272;;0;4;1;2;[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE @GoRideBSC #CryptoTrading https://t.co/OdwLwsmueq;#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE #CryptoTrading https://t.co/OdwLwsmueq;[{'label': 'Positive', 'score': 0.5072401762008667}];Positive;0.5072401762008667;2022-05-10
2153;1523860845020991488;https://twitter.com/twitter/statuses/1523860845020991488;2022-05-10 03:01:52+00:00;812576755;1523860845020991488;;3;4;6;1;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007361429752594432', 'name': 'Ethereum cryptocurrency', 'description': 'Ethereum Cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1007361429752594432', 'name': 'Ethereum cryptocurrency', 'description': 'Ethereum Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}];"🤑 First Twitter Giveaway 🤑
🎁 $100 for 10 ppl 🎁

Must:
1️⃣ Follow me @moneypwrespekt
2️⃣ Like &amp; RT
3️⃣ Tag 3 Friends

⏰ 999 RT or 72 hrs

#Solana #ETH #BNB #Crypto #STEPN https://t.co/drAkIZAc7z";First Twitter Giveaway 🤑 $100 for 10 ppl 🎁 Must: 1️ Follow me 2️ Like &amp RT 3️ Tag 3 Friends 999 RT or 72 hrs #Solana #ETH #BNB #Crypto #STEPN https://t.co/drAkIZAc7z;[{'label': 'Positive', 'score': 0.7013124227523804}];Positive;0.7013124227523804;2022-05-10
2169;1523860143510806528;https://twitter.com/twitter/statuses/1523860143510806528;2022-05-10 02:59:04+00:00;1501729031619850250;1523860143510806528;;0;4;0;0;[];What a day for crypt! We can only keep moving💪🏼👟#STEPN https://t.co/7pbh068fRd;What a day for crypt We can only keep moving💪🏼👟#STEPN https://t.co/7pbh068fRd;[{'label': 'Positive', 'score': 0.9776937961578369}];Positive;0.9776937961578369;2022-05-10
2164;1523860304748236800;https://twitter.com/twitter/statuses/1523860304748236800;2022-05-10 02:59:43+00:00;3945981;1523761509179879424;1.4581190142788567e+18;2;8;0;0;[];@ktrainUSA_STEPN It’s not Ktrain???;_STEPN It’s not Ktrain???;[{'label': 'Neutral', 'score': 0.7040325403213501}];Neutral;0.7040325403213501;2022-05-10
2098;1523857363597471745;https://twitter.com/twitter/statuses/1523857363597471745;2022-05-10 02:48:02+00:00;1267560532741099520;1523855399190810624;1.4581190142788567e+18;0;4;0;0;[];@ktrainUSA_STEPN @andrewmvson @ktrainUSA_STEPN it was a great session, a lot of deep and important questions, and I really enjoyed your stories about the beginning part of your process with Stepn. And I totally share your opinion on shoe minting! Did my entire 10.2Energy run listening to your space!;_STEPN _STEPN it was a great session a lot of deep and important questions and I really enjoyed your stories about the beginning part of your process with Stepn And I totally share your opinion on shoe minting Did my entire 10.2Energy run listening to your space!;[{'label': 'Positive', 'score': 0.9820644855499268}];Positive;0.9820644855499268;2022-05-10
2105;1523857079601033216;https://twitter.com/twitter/statuses/1523857079601033216;2022-05-10 02:46:54+00:00;1458119014278856704;1523857079601033216;28018045.0;0;10;1;0;[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043403164', 'name': 'Eventbrite'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848959158082617344', 'name': 'Enterprise software', 'description': 'Enterprise software'}}, {'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '907978531350519809', 'name': 'New York City', 'description': 'New York City'}}];"@andrewmvson is hosting the ""NYC STEPN 5K (Central Park) - Energy Session, Hangout, &amp; Giveaway"" https://t.co/99m1TXDX6N @Eventbrite";"is hosting the ""NYC STEPN 5K (Central Park Energy Session Hangout &amp Giveaway https://t.co/99m1TXDX6N";[{'label': 'Neutral', 'score': 0.8636348843574524}];Neutral;0.8636348843574524;2022-05-10
2115;1523856725324959745;https://twitter.com/twitter/statuses/1523856725324959745;2022-05-10 02:45:29+00:00;1458119014278856704;1523856725324959745;;1;14;3;0;[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1364653904433045506', 'name': 'Aposto!'}}];Mentioned tonight on STEPN DAILY, all the calculators you need https://t.co/cJ9grlj8Nq;Mentioned tonight on STEPN DAILY all the calculators you need https://t.co/cJ9grlj8Nq;[{'label': 'Neutral', 'score': 0.6409223079681396}];Neutral;0.6409223079681396;2022-05-10
2121;1523856270230536193;https://twitter.com/twitter/statuses/1523856270230536193;2022-05-10 02:43:41+00:00;1505607684950835201;1523856270230536193;;1;4;0;0;[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}];"I tagged a a few ppl in a stepn GMT contest maybe I shoulda asked first sorry if yall didn’t want to be tagged. 
none of my family or friends are involved with crypto or twitter I need new family lol my family don’t listen to me they want gold and cash #oldschool 🤦🏻‍♂️ #MContent";I tagged a a few ppl in a stepn GMT contest maybe I shoulda asked first sorry if yall didn’t want to be tagged none of my family or friends are involved with crypto or twitter I need new family lol my family don’t listen to me they want gold and cash #oldschool 🤦🏻‍♂ #MContent;[{'label': 'Negative', 'score': 0.7377176284790039}];Negative;0.7377176284790039;2022-05-10
2023;1523849197778202624;https://twitter.com/twitter/statuses/1523849197778202624;2022-05-10 02:15:35+00:00;1382855419723345925;1523849197778202624;;0;4;0;0;[];"Comf gems Lv 2 are getting sold below 9 SOL now :)

Maybe time to getting ready for our comf shoes?
#STEPN";Comf gems Lv 2 are getting sold below 9 SOL now :) Maybe time to getting ready for our comf shoes? #STEPN;[{'label': 'Positive', 'score': 0.6389034390449524}];Positive;0.6389034390449524;2022-05-10
1914;1523841771456901124;https://twitter.com/twitter/statuses/1523841771456901124;2022-05-10 01:46:04+00:00;70514003;1523841771456901124;;2;28;0;0;[];The country of Kenya is positioned to become the financial capital of the world thanks to STEPN.;The country of Kenya is positioned to become the financial capital of the world thanks to STEPN.;[{'label': 'Positive', 'score': 0.9110445976257324}];Positive;0.9110445976257324;2022-05-10
1891;1523836498696544258;https://twitter.com/twitter/statuses/1523836498696544258;2022-05-10 01:25:07+00:00;1443934612795707397;1523836498696544258;;0;7;1;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}];#SOL is again congested at 75%, wait first to avoid assets and tokens get stuck. #STEPN https://t.co/PjpLeFiTOo;#SOL is again congested at 75% wait first to avoid assets and tokens get stuck #STEPN https://t.co/PjpLeFiTOo;[{'label': 'Negative', 'score': 0.8627263307571411}];Negative;0.8627263307571411;2022-05-10
1881;1523837061937127434;https://twitter.com/twitter/statuses/1523837061937127434;2022-05-10 01:27:21+00:00;1522782718601445376;1523837061937127434;;0;9;5;0;[];"🔥+21428.82% 👟 #STEPN  #gmtusdt 
Check out the latest price trend for https://t.co/f21Zhid7am leveraged tokens 👉 https://t.co/loOzedisnQ https://t.co/DHBqADZJvP";🔥+21428.82 #STEPN #gmtusdt Check out the latest price trend for https://t.co/f21Zhid7am leveraged tokens https://t.co/loOzedisnQ https://t.co/DHBqADZJvP;[{'label': 'Neutral', 'score': 0.8195925354957581}];Neutral;0.8195925354957581;2022-05-10
2018;1523849256859144192;https://twitter.com/twitter/statuses/1523849256859144192;2022-05-10 02:15:49+00:00;1380173302866399235;1523848558603952128;1.3801733028663992e+18;1;9;1;0;[];"Each winner must be active throughout As we will Send Stepn to all winners when at 1000RTs

In that period we will check winner are active or not.

What if Not";Each winner must be active throughout As we will Send Stepn to all winners when at 1000RTs In that period we will check winner are active or not. What if Not;[{'label': 'Neutral', 'score': 0.902506947517395}];Neutral;0.902506947517395;2022-05-10
1951;1523845834919452674;https://twitter.com/twitter/statuses/1523845834919452674;2022-05-10 02:02:13+00:00;2855199396;1523510929614270464;1.4390682750406533e+18;1;11;1;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1372588659346612225', 'name': 'Binance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1304115130267963392', 'name': 'Binance Coin cryptocurrency'}}];"@Stepnofficial @opensea

@binance

@MetaMask

I Love Stepn, I Love move.
 I want to BSC,please please. https://t.co/UgjNg0Iok3";I Love Stepn I Love move. I want to BSC,please please https://t.co/UgjNg0Iok3;[{'label': 'Positive', 'score': 0.9670100212097168}];Positive;0.9670100212097168;2022-05-10
3515;1523960762091384834;https://twitter.com/twitter/statuses/1523960762091384834;2022-05-10 09:38:54+00:00;1473394884644163592;1523960762091384834;;0;4;0;0;[];I am in Love with @Stepnofficial #STEPN;I am in Love with #STEPN;[{'label': 'Positive', 'score': 0.9828299880027771}];Positive;0.9828299880027771;2022-05-10
3524;1523960284158869504;https://twitter.com/twitter/statuses/1523960284158869504;2022-05-10 09:37:00+00:00;199776410;1523960284158869504;;2;86;12;4;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1139229087682068480', 'name': 'Tether cryptocurrency'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1141036644029493249', 'name': 'Chainlink cryptocurrency', 'description': 'Chainlink Cryptocurrency'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1302997585569824768', 'name': '$USDT'}}];"🔹 TOP #Solana ECOSYSTEM BY SOCIAL ACTIVITY! 10 May 2022
@terra_money $LUNA
#STEPN $GMT
@solana $SOL 
@chainlink #LINK $LINK
@Tether_to $USDT #USDT 
@DIAdata_org $DIA 
@wavesprotocol #WAVES $WAVES https://t.co/xjfmFGNfeG";TOP #Solana ECOSYSTEM BY SOCIAL ACTIVITY 10 May 2022 _money $LUNA #STEPN $GMT $SOL #LINK $LINK _to $USDT #USDT _org $DIA #WAVES $WAVES https://t.co/xjfmFGNfeG;[{'label': 'Neutral', 'score': 0.8138003945350647}];Neutral;0.8138003945350647;2022-05-10
3613;1523969743660924928;https://twitter.com/twitter/statuses/1523969743660924928;2022-05-10 10:14:35+00:00;745944083839885313;1523968071731662850;9.365195718964388e+17;3;16;1;0;[];@AymericTrb @tyson_schubert @Krit_STEPN @ClubSTEPNFrance @yawn_rong @jason_stepn @cyclefishrun @ktrainUSA_STEPN Noiccccceeeee;_schubert _STEPN _rong _stepn _STEPN Noiccccceeeee;[{'label': 'Neutral', 'score': 0.7723240256309509}];Neutral;0.7723240256309509;2022-05-10
3611;1523969776153989120;https://twitter.com/twitter/statuses/1523969776153989120;2022-05-10 10:14:43+00:00;1503882212281888772;1523955000275349504;1580091770.0;0;5;0;0;[];@olyacryp I like $FITFI too! But I’m still waiting for the App launch, that’s why I’m earning by walking with Stepn in the meantime..;I like $FITFI too But I’m still waiting for the App launch that’s why I’m earning by walking with Stepn in the meantime..;[{'label': 'Positive', 'score': 0.8431374430656433}];Positive;0.8431374430656433;2022-05-10
3484;1523962877014642688;https://twitter.com/twitter/statuses/1523962877014642688;2022-05-10 09:47:18+00:00;77785842;1523962877014642688;;1;4;0;0;[];At least I hedged the dump with $stepn while running around screaming with my hands in the air;At least I hedged the dump with $stepn while running around screaming with my hands in the air;[{'label': 'Neutral', 'score': 0.4626135230064392}];Neutral;0.4626135230064392;2022-05-10
3486;1523962828943732737;https://twitter.com/twitter/statuses/1523962828943732737;2022-05-10 09:47:06+00:00;1368964220646260745;1523962828943732737;;39;376;1559;3;[];"👟 Get Kicks Competition 👟

Did you miss #STEPN? 👀

Then don't miss @GetKicks_io! 

Simply complete the gleam tasks below to enter into the $KICKS public round on Lithium 👇

https://t.co/ux3ugpjZTO

Pool LIVE tonight at 18:00 BST https://t.co/XwEov9wGIk";Get Kicks Competition 👟 Did you miss #STEPN 👀 Then don't miss _io Simply complete the gleam tasks below to enter into the $KICKS public round on Lithium 👇 https://t.co/ux3ugpjZTO Pool LIVE tonight at 18:00 BST https://t.co/XwEov9wGIk;[{'label': 'Positive', 'score': 0.5770984292030334}];Positive;0.5770984292030334;2022-05-10
3475;1523955787072249856;https://twitter.com/twitter/statuses/1523955787072249856;2022-05-10 09:19:08+00:00;1409237713677586434;1523955787072249856;;2;204;200;0;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}];"BTS for @AffynOfficial Gameplay Trailer

Cannot wait at all for this to release 🤩🔥

#FollowTheHerd #STEPN https://t.co/mFoN9W8qe1";BTS for Gameplay Trailer Cannot wait at all for this to release 🤩🔥 #FollowTheHerd #STEPN https://t.co/mFoN9W8qe1;[{'label': 'Positive', 'score': 0.9848010540008545}];Positive;0.9848010540008545;2022-05-10
3497;1523962350210101249;https://twitter.com/twitter/statuses/1523962350210101249;2022-05-10 09:45:12+00:00;1227346800526417922;1523962350210101249;;0;17;5;1;[];Do you think #stepn project will stay long? #NFTs #NFTCommunity;Do you think #stepn project will stay long #NFTs #NFTCommunity;[{'label': 'Neutral', 'score': 0.6826305985450745}];Neutral;0.6826305985450745;2022-05-10
3470;1523956207509291008;https://twitter.com/twitter/statuses/1523956207509291008;2022-05-10 09:20:48+00:00;1312139307340230657;1523956207509291008;;3;11;5;0;[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}];"The #Cryptocrash morning cup☕️

terra luna . bitcoin crash . #hodl #stepn stepn . crypto trading . https://t.co/XrNJYybGU9";The #Cryptocrash morning cup☕️ terra luna bitcoin crash #hodl #stepn stepn crypto trading https://t.co/XrNJYybGU9;[{'label': 'Neutral', 'score': 0.8638061285018921}];Neutral;0.8638061285018921;2022-05-10
3445;1523957959302254592;https://twitter.com/twitter/statuses/1523957959302254592;2022-05-10 09:27:45+00:00;1429487250182590466;1523957959302254592;;12;59;4;2;[];"Thanks to @nbatopshot I could afford to ape into @Stepnofficial.

Thanks to #STEPN, I've been able to afford to get my own place, moving in this weekend.

web3 is truly life-changing!! Grateful 🙏🙏";Thanks to I could afford to ape into . Thanks to #STEPN I've been able to afford to get my own place moving in this weekend. web3 is truly life-changing! Grateful 🙏🙏;[{'label': 'Positive', 'score': 0.9824612736701965}];Positive;0.9824612736701965;2022-05-10
3442;1523958299594346496;https://twitter.com/twitter/statuses/1523958299594346496;2022-05-10 09:29:07+00:00;1349189836452687875;1523895383185068033;1.3048257942507766e+18;1;5;0;0;[];"@bug4what @dwarf_golden @MrMisang @XXNoNameXXX_ @ghosts_project @returnosc @RooRuuRii @Avant_NFT @hantony91 i would luv it
@hundredlux @ilovemymondayyy @StepN_diploma https://t.co/D5L2UbxpsD";_golden _project _NFT i would luv it _diploma https://t.co/D5L2UbxpsD;[{'label': 'Positive', 'score': 0.9724942445755005}];Positive;0.9724942445755005;2022-05-10
3460;1523956748130074624;https://twitter.com/twitter/statuses/1523956748130074624;2022-05-10 09:22:57+00:00;1510846367706632194;1523950976071311361;1.4554761738996572e+18;1;6;0;0;"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]";@defydisrupt yo! hope you can acquire investment from @cz_binance Better project than STEPN. The only project in current market that can truly combine gaming and moving. Really fun to play;yo hope you can acquire investment from _binance Better project than STEPN The only project in current market that can truly combine gaming and moving Really fun to play;[{'label': 'Positive', 'score': 0.9758301973342896}];Positive;0.9758301973342896;2022-05-10
3851;1523989234838908928;https://twitter.com/twitter/statuses/1523989234838908928;2022-05-10 11:32:02+00:00;1328775774510387201;1523989234838908928;;3;15;4;0;[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Family & relationships', 'description': 'Hobbies and interests'}}, {'domain': {'id': '162', 'name': 'Exercise & fitness', 'description': 'for types of exercises& fitness and moves, e.g., yoga, crunches, squats '}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}];"Sometimes an image is better than words, $YetiC... again delivering
#MoveToEarn #nfts #STEPN #cripto #fitness 
TOLD YA!! 
👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 https://t.co/4Tj36Ixc4a";Sometimes an image is better than words $YetiC.. again delivering #MoveToEarn #nfts #STEPN #cripto #fitness TOLD YA! 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇 https://t.co/4Tj36Ixc4a;[{'label': 'Positive', 'score': 0.8563711047172546}];Positive;0.8563711047172546;2022-05-10
3850;1523989247820062720;https://twitter.com/twitter/statuses/1523989247820062720;2022-05-10 11:32:05+00:00;1458119014278856704;1523989247820062720;;5;81;13;2;[];One of my favorite STEPN quotes regarding the sustainability - “you can’t rugpull my health gains” from @CryptoJChains on @_MetaMoney_;One of my favorite STEPN quotes regarding the sustainability “you can’t rugpull my health gains from on @_MetaMoney_;[{'label': 'Positive', 'score': 0.5847945809364319}];Positive;0.5847945809364319;2022-05-10
3942;1523996523339546624;https://twitter.com/twitter/statuses/1523996523339546624;2022-05-10 12:01:00+00:00;1501698574526021633;1523996523339546624;;1;4;0;0;[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1517623051860414465', 'name': 'World Environment Day'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}];#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE @GoRideBSC #cryptotrading https://t.co/D510M7GmzB;#MoveToEarn #StepN #Move2Earn #NFT #m2e #GMT #RideToEarn #GST #Ride2Earn #PlayToEarn #GoRide #P2E $RIDE #cryptotrading https://t.co/D510M7GmzB;[{'label': 'Positive', 'score': 0.5347634553909302}];Positive;0.5347634553909302;2022-05-10
3940;1523996560098578433;https://twitter.com/twitter/statuses/1523996560098578433;2022-05-10 12:01:09+00:00;832064107377483778;1523996307102347264;1381341090.0;0;14;0;0;[];@Trader_XO U been stepn on they nuts bro;_XO U been stepn on they nuts bro;[{'label': 'Neutral', 'score': 0.6440548896789551}];Neutral;0.6440548896789551;2022-05-10
3882;1523993137831628802;https://twitter.com/twitter/statuses/1523993137831628802;2022-05-10 11:47:33+00:00;1501556036561514496;1523968071731662850;9.365195718964388e+17;1;4;0;0;[];@AymericTrb @Barndog_Solana @tyson_schubert @Krit_STEPN @ClubSTEPNFrance @yawn_rong @jason_stepn @cyclefishrun @ktrainUSA_STEPN Congrats ! 👏🥳;_Solana _schubert _STEPN _rong _stepn _STEPN Congrats 👏🥳;[{'label': 'Positive', 'score': 0.9551621079444885}];Positive;0.9551621079444885;2022-05-10
